Num_Steps,Median_Error,Median_CEP,Median_X,Median_Y,MAD_X,MAD_Y,Mean_X,Mean_Y,Std_X,Std_Y,Distance_Moved,TotalReward
608,5.303339202179112,1.9609399019269997,353.75,356.74,1.62,1.1,375.38,363.84,101.01,40.68,6452.513554754575,-3648
1000,245.5977823881536,129.2408424208399,523.66,304.6,118.32,51.99,676.82,182.33,346.54,259.38,12118.061529092432,-6000
324,21.213922068179038,0.6024514126213589,365.0,340.03,0.52,0.3,362.47,340.14,9.06,0.55,8202.298123142034,-1944
339,80.25014287216308,1.9863184045640434,406.75,370.63,1.95,0.38,404.02,371.09,5.88,2.15,6369.401895721475,-2034
586,54.71546422291758,0.6233316276695425,311.31,168.09,0.12,0.61,311.18,168.6,0.45,2.79,13892.794892510552,-3516
11,3.3606932327444703,1.5345039386919639,347.62,353.16,1.16,1.01,344.71,349.3,20.09,32.01,6631.946657673335,-66
12,22.294352620298056,0.7380538563363579,334.24,333.91,0.13,0.73,340.82,347.78,18.89,40.58,6144.682535981277,-72
59,15.067126734206388,1.7460713256026743,339.35,344.58,1.3,1.17,339.68,344.54,1.81,1.34,5190.10363692683,-354
44,5.892361272547207,1.4157205605371983,345.83,357.34,0.93,1.07,349.93,344.55,7.67,54.08,8467.210109607046,-264
151,37.377422628488,1.0852547966450365,323.57,323.41,1.01,0.39,322.55,322.51,3.0,1.92,5249.414817381596,-906
172,1.6909793315170205,1.5842426568672232,348.8,345.68,1.0,1.23,346.02,345.65,9.66,5.21,7196.165860368995,-1032
121,16.67166801276689,1.2903338116998526,361.79,345.34,0.84,0.98,367.33,347.05,10.88,4.18,7551.78134924255,-726
172,68.78367401691679,1.353324711768919,301.36,316.17,0.88,1.03,301.6,314.83,19.05,8.74,5843.726006178185,-1032
129,14.243173526615418,1.5514343605472216,339.93,335.11,1.46,0.53,341.62,334.51,9.37,10.88,4896.459774154237,-774
314,15.526658865613715,0.38577926924070094,360.98,346.7,0.31,0.23,364.63,345.61,9.97,3.5,11118.60250735942,-1884
163,11.662193054797285,1.4931018679608896,341.75,345.0,0.87,1.21,343.25,345.51,6.54,3.0,8477.84273557927,-978
27,90.4632578576502,1.350480310050111,413.97,389.63,0.97,0.94,422.71,395.42,41.6,23.48,4767.421944845724,-162
270,4.890677267648202,1.6514185505155028,353.46,359.24,1.42,0.85,353.61,358.97,2.18,1.0,9823.680583526804,-1620
205,7.3641914562464414,1.922053350296004,344.79,351.83,1.7,0.9,344.78,352.66,5.47,4.3,9492.386413443635,-1230
368,0.4227538421685607,0.634860673262608,350.3,341.75,0.45,0.45,350.86,342.91,2.19,5.48,12160.77135260025,-2208
74,30.638870838501678,1.8942158772833624,371.66,353.5,1.41,1.26,372.86,349.15,15.97,10.02,5039.866792341122,-444
171,115.01661667203757,1.5464970158864173,268.67,280.43,0.87,1.28,267.28,279.57,19.79,16.3,4373.737890998873,-1026
393,123.50728102419288,1.9260837554768686,262.67,392.38,1.88,0.41,257.82,391.21,34.09,3.52,7353.151523893549,-2358
79,12.99874348408098,1.800856218245,340.81,344.65,1.1,1.42,340.51,344.3,2.08,3.61,10449.347284664844,-474
387,21.951419673651184,0.5703950614957147,334.48,364.69,0.36,0.44,335.04,364.79,2.27,1.34,8623.26858422635,-2322
1000,243.4520314642457,97.31799770758293,522.15,-268.55,13.7,96.35,329.02,191.42,833.56,2165.39,22250.026702005605,-6000
411,74.4450090295352,1.3113775322808074,297.36,358.12,1.13,0.66,301.39,357.08,16.72,31.5,13984.43262564406,-2466
199,8.583457417721736,1.517027819177872,343.93,338.04,0.78,1.3,352.4,322.86,68.46,67.42,10281.664849585772,-1194
434,7.377279015739175,1.3175092894859584,344.78,348.71,0.96,0.9,345.17,348.59,3.11,2.32,11535.587134535608,-2604
174,4.913759403937118,1.521936376873156,346.53,341.0,0.64,1.38,347.18,342.63,12.01,14.67,8727.822118668018,-1044
328,16.71183265732264,1.21371594635837,361.82,352.53,1.15,0.38,361.3,352.1,2.1,1.1,9251.46912034552,-1968
