Drone1_Distance,Drone2_Distance,Drone3_Distance,Drone4_Distance,Drone5_Distance,Drone6_Distance
559.6507839715763,1617.6554021175214,650.0038461424671,848.224616478442,2226.8816762459564,1448.0832158408577
535.3223328051988,771.4434522374274,1555.803650850582,1685.9620399048135,456.3299245063817,832.4475959482374
1476.0663941706687,1100.095450404191,1400.7201719115778,1696.0002948112951,1151.2936202376873,1452.5498270283192
810.6719435135276,436.08485412818453,1315.197703769285,1783.4533915973245,950.7202532816896,1473.4354414089544
1507.2242699744454,1656.7389655585457,611.6870114691009,1393.2444150255906,1321.5937348519778,1124.7777558255675
1238.0452334224303,377.5248336202534,547.3024757846432,622.6411486562705,477.04192687855016,491.27283661932705
1686.7685081243364,435.34124546153447,1455.6022808445994,1161.0378977449443,283.43958791954236,1494.7173645877003
214.78593994952277,708.5224061382957,1316.0927019021115,1245.9245563034706,705.6415520645025,716.1410475597667
1176.7059955655873,151.16216457830973,786.3345344063174,508.36600987870935,695.955458344857,873.9502274157264
497.6906669810074,937.5457322179009,319.9156138734088,362.62652964172383,1066.081610384496,1255.746789762968
86.31338250816034,998.3311073987427,1683.8836064289005,894.5529609810701,296.44561052577586,381.55995597022496
794.6502375259194,1194.8698673914243,1062.648107324339,954.4055741664547,1616.5979710490794,1616.7733298146652
1667.8279287744285,441.2640932593541,1453.6990747744185,392.577380907255,2071.8100781683634,323.82711436814554
634.1679588247896,1094.9908675418258,1620.3447164106778,1384.510382770747,2036.072935825237,1290.8512695117126
1425.0789451816345,1654.842590701605,709.2136490508343,225.1976909295475,1492.1461054467823,274.19153889206723
1171.8097115146297,2055.5741290452165,1140.0956100257556,1486.103966753336,1377.778284050086,646.5477553901181
911.6605728010837,883.3674207259401,2214.4265623406886,1500.2603107461052,92.02716990106781,1445.3823023684772
1134.0017636670589,951.3553489627311,1193.5736257139733,1071.9743467079797,1165.7722762186447,757.4127012402155
272.8369476445593,994.8065138508091,1487.5113444945555,1098.954503152883,634.89369188865,1098.0892495603443
1568.1482710509233,752.485215801613,1606.3455419056013,323.12536266904215,372.1088550411022,1017.1592795624489
1109.9950450339857,1623.177439468649,805.3285044005335,1618.3117746590117,310.2208890452092,646.2236454974392
2104.0097433234478,629.9412671035293,235.77107541002565,1068.3669781493622,1334.5748386658577,804.7508931340182
1507.2159765607582,1525.0655723607429,1476.2039154534173,1679.1572290884496,1476.8215870578274,1249.9059964653343
1481.5080155031224,466.5318852983148,220.9886874932742,1119.496761942615,1330.7952509683823,936.3898760665879
1191.5305283541836,465.31709618280735,1921.6503323966097,382.27346232769025,988.997472190905,1033.2589220519706
1586.6924717789518,341.69577111811026,1865.9287231831768,578.4565670817473,287.69602013236124,1125.8494570767443
282.0780033962237,528.4278569492717,243.35365211970827,275.04545078950133,1660.7588626889817,1575.1841162226085
1737.483812874238,1727.9102985977022,1371.1207094927856,757.3902560767467,1277.7174961625908,874.9971428524781
406.2339227587967,341.09382873338535,805.0006211177728,662.4990566031018,1634.8626853653489,316.0268975894299
874.3414664763418,1752.768096469125,37.0,1093.8852773485892,218.22007240398395,159.00314462299164
748.7088886877195,370.54824247323046,850.4116650187719,1568.6044753219342,402.41272345690066,382.38462312179865
1897.6904384013742,1043.1538716795333,343.0364412128834,893.8954077519361,617.0510513725749,1194.688662371917
137.87675656179326,1269.7736018676715,953.2313465261201,1918.0865465353747,718.3119099666941,1699.0953475305616
1513.3994846041146,1971.7941068985879,167.19150696132863,1210.6072856215594,632.2633944804966,1333.549024220707
378.549864614954,2083.9424176305833,381.90705675595996,1069.6588241116883,1005.6490441500952,949.9289447111295
1086.6839466928736,431.02784132814435,762.2191285975445,716.6707751820218,1103.9202869772798,1722.6505739702409
1774.1288002848046,584.0770497117653,1500.8307699404354,1482.5589364338944,1676.2246269518891,1722.8099140648105
1763.8922869608564,967.0842776097645,1731.594929537506,460.4877848542782,940.4520189781082,1497.9372483518794
941.5545655988292,1344.1893467811742,822.4992401212295,1613.1661414745847,618.0655305062725,352.22719940402106
1026.9216133668626,2130.464972723091,768.6019776191056,841.4588522322408,812.9311163930189,1332.3576847078266
2004.8042298439018,634.3390260735973,327.566787083184,416.63533215511137,608.839059193807,413.5516896350443
1050.6083951691992,1688.4149371525946,1112.5825812046494,924.4030506224003,1409.2994713686655,1536.1721908692398
307.12212554617423,1019.5145903811284,685.6660994974158,560.3614904684297,1078.8572658141577,86.09297300012354
845.2336954949205,678.1187211690885,1293.0835239844332,503.83826770105503,1664.7942815855658,731.9234932696177
722.4326958270923,791.8693073986389,1331.1577667579452,1412.0056657110126,1074.0135008462416,1060.4739506465964
1842.0784456694562,264.85090145211893,334.5220471060166,811.2570492759986,638.4113094236349,673.4701181195792
975.6280028781462,1201.1211429327186,1390.1989066317094,1171.7427192007638,1197.0939812729825,264.8037008804824
984.0081300477146,476.0178568079143,593.8594109719909,1011.3377279623262,823.8962313301354,1037.1677781342805
1095.536398299938,1511.203824770173,893.8193329750706,1186.6410577761078,673.9206184707514,350.12140751459344
1399.9892856732868,1560.4153293274198,723.4286419544087,654.8358572955516,1056.8978190913253,293.43653487594213
721.2932829300437,1495.1956393729886,895.7393594121004,1268.0544152361917,396.16789370164764,1855.901398242913
981.6394450102339,1190.1680553602503,628.589691293136,245.29370150902776,785.510025397512,1070.0168222976683
1179.0610671207833,1414.4995581476865,1838.6527676535338,782.276166069247,1657.4151561995563,436.83520920365385
1759.675254130716,646.2793513644081,914.0196934421052,1463.9870218003985,191.56461051039673,591.920602783853
1424.1629120293787,1540.4911554436137,1216.0283713795498,1464.4688456911604,1503.6921227432163,1526.7462133570202
