Num_Steps,Median_Error,Median_CEP,Median_X,Median_Y,MAD_X,MAD_Y,Mean_X,Mean_Y,Std_X,Std_Y,Distance_Moved
24,6.0518796637592045,1.7491943920411928,354.28,347.64,1.28,1.19,355.73,341.26,33.75,19.34,1316.1736066600672
22,22.404983843628777,1.5031149380548656,365.84,359.77,1.22,0.87,366.63,360.0,10.3,1.46,1752.5104919476744
9,3.7469592925438913,1.888460773284118,352.65,348.47,1.71,0.8,354.42,344.63,6.58,6.25,1463.4628065616012
258,34.79713958219249,1.0170656756870764,325.39,324.75,0.74,0.7,328.25,327.2,12.65,12.78,2107.7235119816323
71,1.6108386331084514,1.5722042920239727,351.14,347.35,1.12,1.1,348.78,343.7,5.23,7.31,1312.136249754339
40,5.794072231700906,1.4049285018796207,345.9,356.41,1.29,0.55,346.11,356.87,3.36,3.61,1481.4350318296774
1,16.411571588920435,1.6702424131217466,361.6,355.06,1.49,0.75,361.26,354.85,3.45,1.26,1222.1194227049377
20,11.018415352800107,1.864413351980012,357.79,347.26,1.01,1.57,357.96,347.5,1.99,2.87,1256.3488711071836
96,1.0060241158799208,0.9524921218619923,350.71,352.7,0.62,0.73,349.53,351.86,8.91,2.75,1595.2855819059066
62,7.567470751533839,0.2793457502644751,355.35,345.82,0.25,0.12,358.13,346.4,15.72,3.77,1048.4693785993466
2,0.3980939777416893,1.7615138017016168,349.72,354.1,1.12,1.36,352.63,355.46,13.9,4.6,1525.8570257784263
30,8.64771790531428,0.9643953620704978,343.89,338.54,0.77,0.58,343.72,338.77,1.15,2.1,1978.397117996819
21,3.1475259452988853,0.756951214963121,347.77,353.07,0.36,0.67,347.67,351.58,0.92,5.36,1297.9262329414005
4,14.791161803228979,1.7970566179290144,339.54,340.11,1.61,0.81,335.67,338.8,14.91,22.51,1606.6696499000625
1,15.0185482022173,1.852092023437055,339.38,348.01,1.78,0.52,339.13,347.75,2.28,3.62,1408.595636923136
16,2.5099407960311977,0.748936296592446,348.23,347.26,0.66,0.36,346.61,348.27,12.26,5.94,1140.2922197652438
31,4.851160197093177,1.270124785092153,353.43,357.43,0.63,1.1,354.34,356.97,2.48,1.65,1538.06887631467
55,1.5971742267465796,1.4774747941459738,351.13,348.29,1.12,0.97,353.68,348.15,4.97,1.86,1508.2377797231845
21,3.24893037209558,1.9632121570068943,352.3,348.37,1.72,0.95,352.13,349.19,2.72,3.74,835.6791887102138
55,2.5049803707357743,1.613057072204967,348.23,353.2,0.48,1.54,347.93,352.9,1.66,4.11,1395.8689839790268
69,13.698400355507086,1.3891852346650502,359.69,353.39,0.81,1.13,360.32,353.47,6.59,3.67,1761.833818138075
28,0.24002286780478213,0.7606113126896051,350.17,356.95,0.66,0.38,349.88,357.58,1.08,2.6,1781.9096013547774
3,1.5938707610744374,0.8141080898031443,351.13,356.27,0.62,0.53,351.58,356.58,4.71,6.01,1274.9742561699486
28,2.078374112220899,1.980755002522221,348.53,355.89,0.7,1.85,349.17,354.73,4.38,6.01,1528.457430236136
1,2.3816508626852215,0.4448448818945737,348.32,351.54,0.39,0.21,348.28,352.15,2.28,2.09,1443.143044168416
6,0.8687343461316197,1.8511495755441438,349.39,352.3,1.44,1.17,358.01,350.47,40.73,8.98,1828.6474744376233
3,10.731171566855734,1.7057875065701893,357.59,349.06,1.27,1.14,361.27,350.97,11.81,10.75,1682.5182297994338
82,3.2296195985057894,1.945392553746416,347.72,366.51,1.06,1.63,347.97,366.64,1.53,2.99,3354.467795263011
3,2.29071601877956,1.555022072257228,348.38,347.69,1.33,0.8,351.14,348.75,8.33,5.02,1428.960156111431
21,17.461844603706005,1.8407630405521387,362.35,349.09,0.38,1.8,359.66,346.23,6.67,17.75,1340.808083146139
1,15.682260946829677,1.8300296360750155,338.91,349.1,1.46,1.1,339.42,349.3,3.05,1.77,1345.8368864410497
12,3.951585144358356,1.1814653860594326,352.79,343.22,0.8,0.87,349.34,352.71,10.87,19.3,1383.6797000166778
3,2.571864727345353,0.762387978696333,351.82,352.17,0.45,0.62,303.41,357.47,258.93,17.68,1478.6742393685308
36,0.8300055742288796,1.1180697058273266,349.41,347.81,0.73,0.85,349.41,347.97,3.04,2.07,1279.8641561987156
25,14.175709401266685,1.378983984249804,360.02,352.01,0.85,1.08,360.21,351.92,1.86,2.82,1091.784050303043
3,7.3787064311590225,1.5172823112445013,355.22,338.76,0.88,1.24,349.51,337.47,20.58,56.26,1603.9554116849204
3,7.763110844296769,1.1383037956967497,344.51,338.49,0.83,0.78,347.87,338.07,12.13,10.94,1504.2193014493112
24,3.08924017545786,1.1434841495987949,352.18,356.47,0.31,1.1,352.13,356.64,0.7,2.04,1310.504212795678
42,33.845413484430104,1.0068879617600248,373.93,311.48,0.58,0.82,373.86,310.74,2.31,3.52,1602.2074760883568
19,1.5772284675383668,1.6311509988822774,348.88,361.33,0.95,1.33,350.23,362.37,9.27,7.46,1127.0405813636385
27,4.280861505545906,1.9883535892116093,346.97,350.53,1.91,0.57,347.57,350.33,3.2,5.71,1307.3636072045756
1,4.752195528427853,1.1366954887051526,346.64,344.38,0.67,0.92,346.24,344.2,6.37,4.75,1508.663706619113
42,2.7955373028865385,1.714241355397951,348.02,350.45,0.37,1.67,348.51,351.21,3.39,3.79,948.8555890797534
5,1.0711766708712067,1.6887488759820657,350.76,347.24,0.95,1.4,347.93,346.76,9.21,2.69,1738.6913508538353
58,2.5641448141082543,1.8319719360257956,351.81,356.24,0.59,1.73,351.57,355.68,2.43,3.41,1977.2951069393112
31,4.307099379827585,1.0528848148717864,346.95,357.61,0.81,0.67,345.75,360.61,5.57,8.09,1399.8241348263916
28,4.687040534619396,0.32771347868237893,346.69,351.6,0.15,0.29,346.33,352.49,1.53,3.23,1414.816168591251
14,3.958567944644243,1.2048566051794973,352.8,343.29,0.6,1.05,350.82,344.0,5.43,7.0,1344.8689068750916
16,7.643021224086793,1.0627148263361195,344.6,344.93,0.94,0.5,344.31,345.0,3.25,3.28,1320.5081993932752
56,0.7030203989894643,1.19064603359163,350.5,352.7,0.56,1.05,347.52,353.47,8.69,4.35,1583.3107452922595
10,1.1152693358278343,1.6739497869775717,349.21,341.84,0.29,1.65,348.81,343.25,2.94,4.0,1105.7903006453546
32,5.678156922737141,1.882711028269946,354.02,344.39,1.21,1.44,355.83,347.2,4.06,6.45,1614.5503277395217
12,3.812937318466969,0.9665822628375977,347.3,346.17,0.11,0.96,346.54,346.83,3.46,3.86,1410.1791008771247
31,6.715032586790506,1.2383088808057818,354.75,321.96,0.14,1.23,354.23,321.71,4.07,7.17,1520.145070627178
36,1.651746109984106,0.5226407953970394,348.83,344.66,0.25,0.46,348.78,344.9,0.32,1.54,1220.5632302949373
19,0.4241369692012297,0.7012573222664693,350.3,342.01,0.21,0.67,349.33,341.34,3.08,3.51,1625.655523205453
8,8.264027063521603,1.9111883279211537,344.16,346.46,1.21,1.48,344.28,347.79,2.64,7.88,1582.1875533341022
17,2.3282268886068995,1.222583901914888,348.35,350.43,0.28,1.19,347.86,350.58,3.29,1.76,1159.4885028212348
41,14.225514575194886,1.720084347480678,339.94,345.06,0.9,1.46,345.89,349.9,21.2,22.16,722.0075609671915
3,16.48611970464677,0.5358326838453846,338.34,344.17,0.31,0.43,338.54,344.1,0.79,1.53,1233.8575138510823
10,5.874975052441393,0.9328292156028244,345.85,346.42,0.78,0.51,350.0,343.4,17.0,10.8,1271.7685008966528
11,4.045867197947955,1.2862356847646437,352.86,345.98,0.67,1.1,360.8,356.95,37.97,51.58,998.5541294915704
2,5.03937445140689,0.8511831982671864,346.44,352.96,0.73,0.43,346.43,352.99,1.27,1.37,1402.8611365016313
16,3.1266644938364214,1.7652847549076691,352.21,352.1,0.73,1.61,354.37,352.18,8.09,2.93,1226.9503356959763
7,30.365933870843207,0.8313155963928747,328.53,334.98,0.73,0.4,318.39,324.46,30.64,31.83,1426.2902847754071
19,10.151172340171245,0.6371229114914919,342.82,353.94,0.19,0.61,347.41,356.69,25.41,14.28,1784.1211852757035
2,5.487116233381736,1.6534201113225575,346.12,351.99,1.52,0.65,346.43,351.52,2.26,1.39,1204.8273365865398
115,10.295633874305748,1.9586877810486198,357.28,351.96,1.18,1.56,316.42,357.92,203.5,29.96,1394.5593872547688
9,0.988430028334402,1.4917231061760068,350.7,350.1,1.37,0.59,351.96,354.25,4.97,24.92,1415.2206880783892
14,12.59178836434951,1.3574290285661605,341.1,353.85,0.55,1.24,343.11,355.5,7.1,6.5,1037.2599485598514
52,0.5252585698344263,1.577630307033079,350.37,347.71,0.86,1.32,350.35,347.04,1.61,1.99,1170.2772232225007
16,6.741255845722205,0.7309957806716557,354.77,349.33,0.46,0.57,353.31,348.41,16.02,5.01,1427.9536003769874
20,4.138601991259984,1.8765683615169202,352.93,351.87,1.59,1.0,354.39,360.09,9.24,23.6,1279.490870397198
205,0.9127040934910319,1.1501681986347123,350.65,357.54,0.99,0.59,351.58,358.84,7.21,11.65,1477.7556327229895
19,8.578222030171167,1.8638975874998323,343.93,351.59,1.57,1.01,349.35,357.03,40.99,35.62,1311.9743434113052
46,4.802598971579559,1.7674556649925777,346.6,340.18,1.08,1.4,347.08,339.97,3.53,3.27,1849.6094654276178
500,58.23019629644455,16.396558386070467,391.17,347.7,16.23,2.32,387.02,345.67,30.51,19.41,7080.933348285333
58,3.017491511387902,1.18872636468425,352.13,365.13,0.87,0.81,354.38,364.3,6.85,2.86,1271.7840146534713
3,7.0391330918204265,0.3236540286746981,354.98,354.61,0.23,0.23,354.71,354.52,1.23,0.49,1791.384194013087
12,1.88728392343556,1.9960174042457068,351.33,349.49,1.31,1.51,345.12,358.11,34.17,44.63,1162.660101309119
4,4.554523838773694,1.3695470309269409,353.22,353.37,0.87,1.06,354.15,354.29,2.72,2.43,1465.171758140595
1,1.2361690406575794,1.9141553381066907,350.87,348.63,1.83,0.58,385.26,364.63,132.8,61.1,1087.3438328003483
34,4.374628025318995,1.4193099369433249,353.09,351.52,0.55,1.31,353.28,350.7,0.87,2.62,1362.0883876919288
61,0.14541953229312948,1.8619372309386175,350.1,349.92,0.78,1.69,344.41,341.45,32.21,42.69,2089.2256323802953
128,33.34208491633782,1.772540658969536,326.42,288.63,0.63,1.66,326.94,288.44,8.96,12.19,2404.2688895993006
5,6.768709266079875,1.9608681627317002,354.79,349.43,1.34,1.43,354.37,349.57,4.02,3.11,1122.8610767996174
30,5.128722529813806,1.7530544913082908,353.63,351.99,1.7,0.43,356.74,352.16,13.99,8.75,1098.3878367470863
34,5.832617246460649,0.9861833083982001,345.88,343.4,0.66,0.74,343.7,343.84,4.49,7.16,1044.5089887180225
21,4.399687715404073,1.5750548552889827,353.11,340.79,0.45,1.51,348.54,340.81,26.88,7.25,1225.0521491988573
8,47.805188558552,1.4478101368869776,316.2,335.88,1.33,0.56,324.54,332.26,25.48,15.17,1526.1694447664736
62,5.6127487356008645,1.0867912644997906,353.97,354.33,0.3,1.04,354.43,354.17,1.95,1.25,918.6977177972442
20,5.05880187839498,0.7833918741582439,353.58,356.32,0.19,0.76,353.71,357.19,1.89,1.59,1623.1295655621036
48,2.4756825591017253,1.4645911340610078,351.75,352.21,0.28,1.44,351.72,350.65,0.8,3.96,1513.9372640605507
99,0.5038872234452172,1.2944156475339543,350.36,357.71,1.17,0.56,351.54,357.99,3.68,3.06,1089.3841640872402
84,1.1732305936965286,1.3514224243644999,350.83,354.01,0.6,1.21,351.71,352.51,2.44,3.2,1141.2683689814671
1,3.8631415739645636,0.2584600575559395,352.73,340.84,0.16,0.2,347.65,338.69,22.62,15.19,1854.7295379361622
45,10.94302334182531,1.6710335118589055,357.74,356.28,0.45,1.61,358.22,356.59,2.84,2.52,1550.8038852501252
12,2.6493861795325917,1.3617707194612163,351.87,335.4,0.66,1.19,351.79,334.07,1.49,4.8,1307.5026206766204
500,419.8758188769361,187.67933163322652,53.1,18.56,21.5,186.44,43.63,-127320.85,102.74,477847.65,2555.0574668859
2,11.93857324427754,1.9903364513293114,341.56,342.74,1.32,1.49,342.35,339.54,6.47,10.83,1584.7959934221083
71,7.208346458573877,1.279511980737801,355.1,346.61,1.12,0.61,367.16,330.18,71.78,95.83,2177.0013841147497
14,3.248710986322385,0.6455069723146294,352.3,350.91,0.34,0.55,352.16,349.88,1.31,3.02,1297.0385311719315
58,12.045909127833207,1.6062114411579675,341.48,348.01,0.85,1.36,340.81,349.77,5.34,7.98,1267.198686543359
44,24.171042505905287,1.685037036701931,332.91,347.34,1.57,0.6,334.27,347.77,11.96,5.41,1354.810996689712
69,2.832233085161707,0.7825875556336913,348.0,354.93,0.33,0.71,348.47,354.45,5.7,2.07,1429.6534271214537
9,2.4743952885718223,1.4630673859741157,348.25,343.92,0.92,1.13,348.03,351.52,4.09,40.63,1130.5715954214418
20,1.1285247212276681,1.7360129482872724,350.8,369.19,1.1,1.34,362.29,326.35,70.14,235.14,1539.2084094495156
1,7.073899113595937,1.8576004334458538,345.0,340.85,1.69,0.77,345.47,344.58,4.91,18.35,1241.7703276667874
1,4.500980957855841,0.10968339661289889,353.18,354.79,0.08,0.08,353.09,354.8,0.4,0.31,1549.514145549805
2,13.091574590238421,1.5607045408309623,359.26,349.34,1.44,0.6,353.38,351.8,10.89,11.62,1694.442437178832
56,4.891420860440226,1.489584199365556,346.54,349.19,0.84,1.23,353.52,378.16,49.09,61.21,1134.0703687966686
5,0.3780049180133666,1.294658621455459,349.73,353.72,0.57,1.16,351.82,354.06,5.92,1.83,1742.6930328250185
14,23.621621988368187,1.8514820808233436,333.3,325.42,1.04,1.53,333.55,326.78,5.14,4.87,1916.9469907340786
66,9.645940993301616,0.5500387501214852,343.18,351.28,0.44,0.33,343.03,351.44,1.09,1.01,993.4574792489432
11,0.7719377414225393,0.9659809366591953,349.45,351.29,0.7,0.67,350.68,350.69,3.07,4.67,970.8369175035112
10,1.0176885898237817,1.5652242237773892,350.72,359.81,1.02,1.19,349.45,358.35,3.81,5.98,1668.515827413877
26,0.6659762439795247,1.8997082503659954,349.53,348.87,1.15,1.51,349.87,349.16,3.1,3.5,838.4340478619665
24,5.740209740994255,1.6763909053752997,345.94,350.9,1.41,0.91,346.22,352.1,2.23,2.99,1229.9282461027703
3,9.003853800902291,0.6055635281349382,343.63,352.27,0.46,0.39,344.46,352.19,4.95,1.96,1391.2358469166525
98,0.9271106394835087,1.3541175986206606,349.34,346.3,1.0,0.91,350.09,351.92,2.46,29.82,2122.397443520011
7,95.58468231977393,1.0906778183294579,282.41,317.76,0.94,0.55,286.35,319.81,31.28,16.78,1145.4402069556522
77,1.4900868113131718,1.815888561703454,348.95,346.62,0.56,1.73,391.59,283.56,136.11,174.44,1728.78277532606
29,2.1535599429712984,1.475138265640956,348.48,350.53,0.52,1.38,349.38,350.17,1.93,2.53,1014.8212172294437
38,0.43720093777013586,0.7009711241381786,350.31,339.46,0.23,0.66,333.78,282.53,85.65,312.54,1593.46522716417
7,2.622238887760347,0.36181472701517753,348.15,351.78,0.3,0.2,348.11,351.76,0.35,0.7,1497.359854634224
3,2.6330487020309543,0.5757450703718708,348.14,353.17,0.51,0.26,348.15,352.97,0.68,0.69,1116.76221042569
84,2.453767494516594,0.5312313236245816,351.74,352.1,0.43,0.31,351.47,351.66,1.29,2.14,1322.491918569132
29,21.15605043974744,1.844940552239525,364.96,367.74,1.48,1.1,355.37,357.06,21.03,23.75,1331.5154861723777
56,6.815422433236217,0.5960203033743701,345.18,349.16,0.44,0.41,344.79,348.78,1.92,1.11,1370.005247663873
31,4.6246615899836865,0.8294441721051203,346.73,343.53,0.76,0.34,349.29,345.75,22.21,9.34,1739.6996762298222
26,3.257903284156831,0.47771851014428357,352.3,349.76,0.13,0.46,353.7,353.29,5.82,14.03,1211.4050813474441
13,2.3962418897341062,1.4025208657198138,348.31,348.33,1.32,0.46,338.48,312.4,42.95,103.38,1087.090796139581
10,1.078536986837794,1.0796197578626785,350.76,354.92,0.96,0.49,352.49,357.48,12.55,9.95,1495.637483825332
171,17.256160058352346,1.138165724646809,362.2,353.27,0.56,0.99,360.6,353.28,9.76,2.15,2455.2452101441404
51,5.270146220351147,0.7353992604554437,353.73,353.5,0.48,0.56,351.8,355.66,4.39,9.72,1845.9572547583864
17,17.780969528240465,1.3023790621517468,362.57,335.91,0.87,0.97,361.79,336.46,2.4,2.17,1850.8884137334826
6,2.5514575637826193,0.7384509899942964,348.2,348.98,0.64,0.37,346.38,349.05,12.44,1.02,1224.2574252830768
52,15.07245583839298,1.2590421285580247,339.34,347.21,0.9,0.88,336.32,345.77,16.2,5.31,1476.148447485894
18,6.383649645860861,1.2436053378140055,354.51,349.46,0.77,0.98,355.7,349.59,6.65,1.84,1600.0161279267581
5,4.4029989366285145,1.8018466562438264,353.11,356.86,0.86,1.58,352.64,360.12,2.82,12.39,1122.332421879034
28,6.3284018189615585,1.7533512931551147,354.47,359.54,1.26,1.21,354.86,359.79,6.02,9.35,1332.775400615747
30,4.635357779275653,1.479105814686361,346.72,341.88,1.35,0.6,349.34,344.6,9.42,8.35,1592.062537299767
13,2.5984697409924316,1.803107077290233,348.16,349.35,0.75,1.64,347.13,355.36,17.24,13.02,1250.23141744276
64,0.39283162885611644,1.7145235132052081,349.72,354.05,0.91,1.45,349.73,355.33,1.7,3.74,1404.7081168259397
16,1.4761392706884124,0.378389073783161,348.96,351.3,0.36,0.1,348.65,350.83,1.12,1.36,1327.2455570170328
1,4.134425539498455,1.7124675381001433,352.92,350.88,1.47,0.88,352.44,352.07,2.46,6.28,1234.986870389319
19,10.496761435739431,1.6999374799786686,342.58,343.69,1.57,0.64,344.15,344.93,8.91,4.23,1593.8114150025754
23,1.0225938842416546,0.43191007150906563,349.28,358.38,0.28,0.33,349.44,358.23,0.7,0.53,1213.0205205712464
3,2.0525232615172726,1.0706795602722663,348.55,337.74,0.33,1.02,348.39,337.49,4.82,7.9,1228.438425302086
11,5.884934320446896,0.4653524067876939,345.84,347.65,0.23,0.41,345.7,347.49,0.63,1.22,1122.6271395181598
1,16.669956219441264,1.0284220113516995,338.21,348.62,0.66,0.79,337.71,347.88,8.67,2.3,1192.0717941266298
7,44.055367398731995,0.9395414631551098,381.15,364.43,0.88,0.32,380.06,362.84,10.4,9.48,1824.8806924891733
17,0.7367271149672546,1.58502285767606,350.52,351.7,0.68,1.43,350.87,351.78,3.45,2.31,1576.471977413824
4,4.586451973870948,0.9150756876389691,346.76,344.62,0.5,0.77,311.04,300.17,201.95,224.09,1368.6630776481913
17,6.244772500823224,0.9380757601344413,354.42,353.54,0.93,0.15,354.28,353.05,3.76,2.61,1716.9569965815313
19,8.20657991417178,1.7531213754115076,344.2,350.09,0.89,1.51,345.96,351.14,5.6,5.05,1670.3782220487724
3,0.45544418950706417,1.2614439852115613,350.32,352.95,0.94,0.84,348.61,352.75,4.66,3.21,561.2325218834042
4,17.657932217278006,1.5618232032585977,337.51,354.51,0.77,1.36,338.35,352.79,2.37,6.23,879.844651092326
11,0.7338179302609023,1.6449031034971027,350.52,353.88,0.69,1.49,349.53,353.76,5.19,8.88,1697.8683295665867
2,3.579703854281302,1.659132863636591,352.53,361.25,1.12,1.23,348.13,357.07,14.38,19.31,1491.91653455091
10,5.859019779418123,1.1231511329054782,354.14,351.4,1.1,0.24,354.35,352.07,2.94,1.85,1538.8089390474797
5,4.775695722737255,1.9159095564683173,353.38,341.33,1.53,1.16,352.38,342.05,3.42,2.82,1438.4857423746053
14,6.219928291103814,0.6539442089958678,354.4,356.3,0.52,0.4,354.46,356.65,0.84,1.18,1247.9395325704468
39,8.343273445516806,1.4594177783027624,344.1,346.92,0.68,1.29,344.0,346.74,1.2,1.33,1281.1420398423666
17,3.8597206720118784,1.1431365946644165,347.27,350.33,0.6,0.97,350.61,354.53,9.88,13.1,691.6424378775772
26,1.0549590998983127,0.8423932559290913,349.25,350.61,0.64,0.55,349.52,350.02,1.32,2.44,797.8889778129487
20,8.151140993616963,1.7249426410514683,355.76,342.47,1.31,1.12,358.74,343.0,6.72,5.72,1337.7965486310718
