loss,accuracy,val_loss,val_accuracy
2.2157161235809326,0.16206249594688416,2.1666312217712402,0.18012499809265137
2.1508545875549316,0.19203124940395355,2.1478281021118164,0.19087499380111694
2.129056692123413,0.20078125596046448,2.128159761428833,0.1941249966621399
2.114584445953369,0.20871874690055847,2.149287223815918,0.18174999952316284
2.1056296825408936,0.2108124941587448,2.1191041469573975,0.20024999976158142
2.096928119659424,0.21525000035762787,2.107316255569458,0.2029999941587448
2.0906167030334473,0.22103124856948853,2.1106789112091064,0.20350000262260437
2.086183786392212,0.22181250154972076,2.109222412109375,0.20412500202655792
2.0823073387145996,0.22365625202655792,2.1062161922454834,0.20412500202655792
2.0770537853240967,0.22443750500679016,2.1184229850769043,0.1966249942779541
2.0733039379119873,0.22696875035762787,2.1242566108703613,0.19949999451637268
2.069398880004883,0.23003125190734863,2.1007678508758545,0.2057500034570694
2.067234516143799,0.23000000417232513,2.0968198776245117,0.20225000381469727
2.063896417617798,0.23215624690055847,2.120807647705078,0.20399999618530273
2.06366229057312,0.2330312430858612,2.108552932739258,0.20225000381469727
2.059603691101074,0.23456250131130219,2.1020994186401367,0.20000000298023224
2.0570826530456543,0.23725000023841858,2.092888593673706,0.20737500488758087
2.0567030906677246,0.23606249690055847,2.103163957595825,0.2029999941587448
2.0530083179473877,0.2382500022649765,2.1172237396240234,0.19750000536441803
2.051847457885742,0.23893749713897705,2.1022908687591553,0.20250000059604645
2.049072742462158,0.23859375715255737,2.1022136211395264,0.20237499475479126
2.0502495765686035,0.23668749630451202,2.094688892364502,0.2056249976158142
2.0464859008789062,0.2408124953508377,2.10670804977417,0.20225000381469727
2.0460710525512695,0.24065625667572021,2.113316059112549,0.2003750056028366
2.044969320297241,0.24396875500679016,2.091075897216797,0.20662499964237213
2.0446150302886963,0.24324999749660492,2.1049654483795166,0.20137499272823334
2.040987014770508,0.2423437535762787,2.107357978820801,0.19987499713897705
2.0385279655456543,0.24687500298023224,2.09683895111084,0.2004999965429306
2.0390777587890625,0.24553124606609344,2.1072473526000977,0.2056249976158142
2.036604881286621,0.24659374356269836,2.0983364582061768,0.20649999380111694
2.037280321121216,0.24418750405311584,2.100435733795166,0.20900000631809235
2.0345983505249023,0.2461874932050705,2.09407901763916,0.210875004529953
2.0339601039886475,0.24706250429153442,2.099184274673462,0.19962500035762787
2.0336735248565674,0.2473749965429306,2.107388734817505,0.20487500727176666
2.0336596965789795,0.24931250512599945,2.095883369445801,0.2068749964237213
2.0292224884033203,0.24512499570846558,2.1177852153778076,0.20274999737739563
2.0291216373443604,0.24981249868869781,2.0963900089263916,0.2017499953508377
2.028310537338257,0.2503437399864197,2.105849027633667,0.2071249932050705
2.02949857711792,0.2487812489271164,2.0955145359039307,0.20200000703334808
2.0287818908691406,0.24943749606609344,2.1012825965881348,0.19474999606609344
2.0266778469085693,0.2513749897480011,2.094414234161377,0.2032500058412552
2.0245935916900635,0.25187501311302185,2.109407663345337,0.20862500369548798
2.023646593093872,0.25206249952316284,2.106539249420166,0.20662499964237213
2.023969888687134,0.2537499964237213,2.108820915222168,0.20362499356269836
2.023407459259033,0.2523125112056732,2.0973756313323975,0.20749999582767487
2.020493745803833,0.25306248664855957,2.1077518463134766,0.1978749930858612
2.0218758583068848,0.25343748927116394,2.108349323272705,0.20350000262260437
2.021743059158325,0.25559374690055847,2.103682518005371,0.2068749964237213
2.0183184146881104,0.25715625286102295,2.1117708683013916,0.2016250044107437
2.019622325897217,0.25462499260902405,2.1062874794006348,0.20499999821186066
2.0182507038116455,0.2551875114440918,2.106106996536255,0.20524999499320984
2.0184290409088135,0.2564062476158142,2.0967819690704346,0.2058749943971634
2.0178892612457275,0.2553125023841858,2.094881534576416,0.2058749943971634
2.0181314945220947,0.2548750042915344,2.1002814769744873,0.20787499845027924
2.0167958736419678,0.2549687623977661,2.0956127643585205,0.2082500010728836
2.016453742980957,0.25721874833106995,2.107243537902832,0.2043749988079071
2.0161776542663574,0.254031240940094,2.109623432159424,0.20399999618530273
2.0147268772125244,0.2552500069141388,2.103724479675293,0.19699999690055847
2.0139923095703125,0.25603124499320984,2.1077024936676025,0.2071249932050705
2.0142383575439453,0.257750004529953,2.0932674407958984,0.20475000143051147
2.011119842529297,0.25712499022483826,2.1009557247161865,0.19762499630451202
2.0130903720855713,0.25831249356269836,2.1057698726654053,0.2057500034570694
2.010690212249756,0.2605937421321869,2.113072395324707,0.20550000667572021
2.0134787559509277,0.2569062411785126,2.1093201637268066,0.19949999451637268
2.0096089839935303,0.2593125104904175,2.0972654819488525,0.20274999737739563
2.0103914737701416,0.2593125104904175,2.0996170043945312,0.20250000059604645
2.0086355209350586,0.25968751311302185,2.0946438312530518,0.20987500250339508
2.009377956390381,0.2592499852180481,2.126615524291992,0.20262500643730164
2.0083470344543457,0.2603437602519989,2.0926826000213623,0.20374999940395355
2.0081779956817627,0.2621249854564667,2.106304883956909,0.20399999618530273
2.0070743560791016,0.25984373688697815,2.1211581230163574,0.20287500321865082
2.0082898139953613,0.26112499833106995,2.1067395210266113,0.20125000178813934
2.006741523742676,0.2619374990463257,2.108238458633423,0.2018750011920929
2.006523609161377,0.25978124141693115,2.0925955772399902,0.21050000190734863
2.006654739379883,0.2590937614440918,2.100651741027832,0.2071249932050705
2.0025722980499268,0.2618125081062317,2.098845958709717,0.20512500405311584
2.006059408187866,0.26084375381469727,2.1085503101348877,0.20262500643730164
