loss,accuracy,f1_m,precision_m,recall_m,val_loss,val_accuracy,val_f1_m,val_precision_m,val_recall_m
0.5895976424217224,0.6711249947547913,0.6402040719985962,0.6792080998420715,0.6411051154136658,0.5159407258033752,0.7487499713897705,0.7560632228851318,0.7265000343322754,0.7899050116539001
0.4579886496067047,0.7968124747276306,0.7972660064697266,0.7970280051231384,0.8024657368659973,0.5151934623718262,0.7547500133514404,0.741132915019989,0.7750141024589539,0.7111234664916992
0.4120068848133087,0.824468731880188,0.8238279223442078,0.8298516869544983,0.822361946105957,0.5184997916221619,0.7506250143051147,0.7585564851760864,0.7267590165138245,0.794640064239502
0.36109116673469543,0.8527500033378601,0.851788341999054,0.8590306639671326,0.8463711142539978,0.5615465641021729,0.7477499842643738,0.7383305430412292,0.757169783115387,0.7213164567947388
0.31174013018608093,0.8797187209129333,0.8789207339286804,0.8878366351127625,0.8720603585243225,0.6409643292427063,0.7353749871253967,0.7378751635551453,0.7216708660125732,0.7558176517486572
