loss,accuracy,val_loss,val_accuracy
1.2432135343551636,0.6265312433242798,1.1631946563720703,0.6305000185966492
0.6341089010238647,0.7825624942779541,1.2604823112487793,0.6276249885559082
0.32253503799438477,0.8931562304496765,1.59932279586792,0.612375020980835
0.1729719340801239,0.9434999823570251,1.9188140630722046,0.6158750057220459
0.10613727569580078,0.965218722820282,2.292746067047119,0.6079999804496765
0.06371285021305084,0.9802500009536743,2.50461483001709,0.5942500233650208
0.03842887282371521,0.9890312552452087,2.7324421405792236,0.5863749980926514
0.026922954246401787,0.992968738079071,3.083794355392456,0.5828750133514404
0.020681368187069893,0.9949374794960022,3.1428308486938477,0.577875018119812
0.017960842698812485,0.9953749775886536,3.5757577419281006,0.5665000081062317
