loss,accuracy,f1_m,precision_m,recall_m,val_loss,val_accuracy,val_f1_m,val_precision_m,val_recall_m
0.6773001551628113,0.6054062247276306,0.5120216608047485,0.6549142003059387,0.44116732478141785,0.641445517539978,0.7214999794960022,0.6992959380149841,0.7487720251083374,0.6578269004821777
0.5889777541160583,0.7223125100135803,0.7203865051269531,0.724023699760437,0.7209919691085815,0.5341662764549255,0.762499988079071,0.7508521676063538,0.7783214449882507,0.7275065779685974
0.5107551217079163,0.7678437232971191,0.7727605700492859,0.7585970759391785,0.7893933653831482,0.49432292580604553,0.7746250033378601,0.770398736000061,0.7737222909927368,0.7692548632621765
0.4702220857143402,0.7908437252044678,0.7955495715141296,0.7792873978614807,0.8144767880439758,0.48278582096099854,0.7758749723434448,0.7755761742591858,0.7653907537460327,0.7886331081390381
0.44375330209732056,0.8090000152587891,0.8132364749908447,0.7973659038543701,0.8314158320426941,0.4802223742008209,0.7751250267028809,0.7743990421295166,0.7661624550819397,0.7853606343269348
0.42509713768959045,0.8211562633514404,0.8250178694725037,0.8085467219352722,0.8434823751449585,0.48444512486457825,0.7733749747276306,0.7769299149513245,0.7549941539764404,0.8028154969215393
0.40937522053718567,0.8319374918937683,0.8357745409011841,0.8189530968666077,0.8547950983047485,0.49286264181137085,0.7701249718666077,0.7613613605499268,0.7790090441703796,0.7465384006500244
0.39822033047676086,0.8406562209129333,0.8444183468818665,0.8259839415550232,0.8653300404548645,0.4937792122364044,0.7714999914169312,0.7729842662811279,0.7578209638595581,0.7912658452987671
0.3860897719860077,0.8476250171661377,0.8512360453605652,0.8333346843719482,0.8712671995162964,0.5023709535598755,0.7674999833106995,0.7710868120193481,0.7495839595794678,0.7964380979537964
0.3744543194770813,0.8548750281333923,0.8583890199661255,0.8405866026878357,0.8786044716835022,0.5096475481987,0.7642499804496765,0.7688230872154236,0.7445434331893921,0.7969506978988647
0.3634869456291199,0.8604375123977661,0.8635571599006653,0.8456798791885376,0.8834379315376282,0.5215137004852295,0.7637500166893005,0.7601312398910522,0.7613837718963623,0.7612552642822266
0.356935977935791,0.8653749823570251,0.8684028387069702,0.8499661087989807,0.8890449404716492,0.5319982171058655,0.7608749866485596,0.7655385732650757,0.7414539456367493,0.7935713529586792
0.3489505350589752,0.8688750267028809,0.8716724514961243,0.853752851486206,0.8916382193565369,0.5477845668792725,0.7596250176429749,0.7602561116218567,0.7488183975219727,0.77439284324646
0.34014612436294556,0.8720625042915344,0.8750154972076416,0.8568119406700134,0.8952108025550842,0.5583643317222595,0.7581250071525574,0.7546181678771973,0.7554179430007935,0.7559717893600464
0.33180320262908936,0.8770312666893005,0.8802904486656189,0.8588100075721741,0.9038544297218323,0.5720128417015076,0.7551249861717224,0.7588238716125488,0.7382639050483704,0.7830795049667358
0.3216205835342407,0.8794999718666077,0.8826313614845276,0.8627637028694153,0.9046304821968079,0.5921581983566284,0.7534999847412109,0.7471633553504944,0.7554131150245667,0.741296648979187
0.3130951225757599,0.8812187314033508,0.884287416934967,0.862256646156311,0.9084868431091309,0.6036736369132996,0.7536249756813049,0.75171959400177,0.7468222975730896,0.7590846419334412
0.3064413070678711,0.8823750019073486,0.8858993053436279,0.8615062832832336,0.9127798676490784,0.6162559986114502,0.7536249756813049,0.7538740634918213,0.7433613538742065,0.7670008540153503
0.29691827297210693,0.8865312337875366,0.8894397616386414,0.8672033548355103,0.9137971997261047,0.6381617188453674,0.7515000104904175,0.7550244927406311,0.7348706722259521,0.7785818576812744
0.2900603413581848,0.8865000009536743,0.8898970484733582,0.8662219643592834,0.9160658121109009,0.6550527811050415,0.7519999742507935,0.7566443681716919,0.7337373495101929,0.7835424542427063
0.2797498106956482,0.8893125057220459,0.8926487565040588,0.8670629262924194,0.9207444190979004,0.6731687188148499,0.7521250247955322,0.7539253830909729,0.7389960885047913,0.7715427875518799
0.2741638422012329,0.8899062275886536,0.8936418294906616,0.8657731413841248,0.9242787957191467,0.709846556186676,0.7508749961853027,0.75362229347229,0.7356911301612854,0.7746970653533936
0.26607710123062134,0.894156277179718,0.8973484635353088,0.8703169226646423,0.9270955920219421,0.7139852046966553,0.749625027179718,0.7527899146080017,0.7334049344062805,0.775124728679657
0.25824499130249023,0.8943437337875366,0.8979766368865967,0.868894100189209,0.9298287034034729,0.7404904365539551,0.7481250166893005,0.7511173486709595,0.7331380248069763,0.7721675634384155
0.25637713074684143,0.8934999704360962,0.8974902629852295,0.8647822737693787,0.9337733387947083,0.7578611969947815,0.7463750243186951,0.7469242811203003,0.7349382638931274,0.7613255977630615
0.24806730449199677,0.8938124775886536,0.8979977369308472,0.8651912808418274,0.9343418478965759,0.7771992087364197,0.7459999918937683,0.7486841678619385,0.7310258150100708,0.769291877746582
0.2413206398487091,0.8961250185966492,0.900153636932373,0.866469144821167,0.9372429847717285,0.8061633706092834,0.7444999814033508,0.7489801049232483,0.7260793447494507,0.7754780650138855
0.23213885724544525,0.8991562724113464,0.9032641053199768,0.8698546290397644,0.9399959444999695,0.8489353060722351,0.7462499737739563,0.7470905780792236,0.734556257724762,0.762110710144043
0.22932645678520203,0.8983749747276306,0.9025260806083679,0.8683022260665894,0.9406735301017761,0.8659846782684326,0.7417500019073486,0.744493305683136,0.726759672164917,0.7652297616004944
0.22520790994167328,0.9007187485694885,0.9051468372344971,0.8684043884277344,0.9460981488227844,0.9106587767601013,0.7431250214576721,0.7470033168792725,0.7261065244674683,0.7711314558982849
0.21432927250862122,0.9025624990463257,0.9066375494003296,0.8709427714347839,0.9460954070091248,0.924210250377655,0.7409999966621399,0.7470844984054565,0.7204409241676331,0.7780315279960632
0.2102733701467514,0.9043437242507935,0.9084063768386841,0.8720252513885498,0.9488035440444946,0.9633185267448425,0.7401250004768372,0.7450544834136963,0.7216780781745911,0.7722379565238953
0.20744843780994415,0.9053750038146973,0.9095657467842102,0.8716233968734741,0.9519455432891846,0.990156352519989,0.7383750081062317,0.7453337907791138,0.7170237898826599,0.7784532308578491
0.20620779693126678,0.9025312662124634,0.9069173336029053,0.8672031164169312,0.9512569308280945,1.0230108499526978,0.7360000014305115,0.7397814393043518,0.7199822664260864,0.7631465792655945
0.20193538069725037,0.9054999947547913,0.9098926782608032,0.8700163960456848,0.9543585181236267,1.052648901939392,0.7371249794960022,0.7460715770721436,0.7121599316596985,0.7858678102493286
0.19678182899951935,0.9064375162124634,0.9109303951263428,0.8705740571022034,0.9560356736183167,1.0878316164016724,0.7369999885559082,0.7405345439910889,0.7207058668136597,0.7638430595397949
0.19394701719284058,0.9053750038146973,0.9100369811058044,0.8689438104629517,0.9560570120811462,1.1028975248336792,0.734499990940094,0.7401310801506042,0.7153655886650085,0.7690882086753845
0.19103290140628815,0.9068124890327454,0.9115113019943237,0.8699350953102112,0.9580113291740417,1.160352349281311,0.7351250052452087,0.7391229271888733,0.7184357643127441,0.7635099291801453
0.18362966179847717,0.910406231880188,0.9146320223808289,0.8730129599571228,0.9610157012939453,1.1662393808364868,0.7354999780654907,0.7425166964530945,0.7139171361923218,0.7761639952659607
0.18263167142868042,0.9080937504768372,0.9127804040908813,0.8691821098327637,0.9617382287979126,1.1989797353744507,0.7351250052452087,0.7413734197616577,0.7145748138427734,0.7728834748268127
