film name,year,genre,rating,sentiment
Guardians of the Galaxy,2014,Comedy ,4,-0.199566635
Guardians of the Galaxy,2014,Comedy ,1,-0.549256173
Guardians of the Galaxy,2014,Comedy ,1,-0.151464965
Guardians of the Galaxy,2014,Comedy ,4,-0.080665896
Guardians of the Galaxy,2014,Comedy ,3,-0.206710953
Guardians of the Galaxy,2014,Comedy ,7,-0.027749141
Guardians of the Galaxy,2014,Comedy ,8,0.24762655988662383
Guardians of the Galaxy,2014,Comedy ,9,0.063173988
Guardians of the Galaxy,2014,Comedy ,Null,0.5281838318125897
Guardians of the Galaxy,2014,Comedy ,1,-0.322874001
Guardians of the Galaxy,2014,Comedy ,4,-0.0382303
Guardians of the Galaxy,2014,Comedy ,1,-0.340325646
Guardians of the Galaxy,2014,Comedy ,5,-0.054088571
Guardians of the Galaxy,2014,Comedy ,10,0.30404452354901396
Guardians of the Galaxy,2014,Comedy ,9,0.017653742
Guardians of the Galaxy,2014,Comedy ,9,0.052401897915961775
Guardians of the Galaxy,2014,Comedy ,Null,-0.312972249
Guardians of the Galaxy,2014,Comedy ,9,0.12262640297234209
Guardians of the Galaxy,2014,Comedy ,9,0.2141739591440679
Guardians of the Galaxy,2014,Comedy ,9,0.5316524248207881
Guardians of the Galaxy,2014,Comedy ,10,0.084874862
Guardians of the Galaxy,2014,Comedy ,10,-0.076022515
Guardians of the Galaxy,2014,Comedy ,10,0.21898983324904847
Guardians of the Galaxy,2014,Comedy ,10,-0.014285994
Guardians of the Galaxy,2014,Comedy ,9,-0.109759999
Guardians of the Galaxy,2014,Comedy ,8,-0.050966497
Guardians of the Galaxy,2014,Comedy ,9,0.014966136623959682
Guardians of the Galaxy,2014,Comedy ,10,0.31347352338660844
Guardians of the Galaxy,2014,Comedy ,8,0.10227191013255386
Guardians of the Galaxy,2014,Comedy ,8,0.13693307295789303
Guardians of the Galaxy,2014,Comedy ,10,-0.005939657
Guardians of the Galaxy,2014,Comedy ,8,-0.169454336
Guardians of the Galaxy,2014,Comedy ,5,-0.23687366
Guardians of the Galaxy,2014,Comedy ,1,-0.222255742
Guardians of the Galaxy,2014,Comedy ,9,0.3788935566856899
Guardians of the Galaxy,2014,Comedy ,2,-0.259411394
Guardians of the Galaxy,2014,Comedy ,4,-0.177800455
Guardians of the Galaxy,2014,Comedy ,2,-0.361635875
Guardians of the Galaxy,2014,Comedy ,5,-0.305645654
Guardians of the Galaxy,2014,Comedy ,1,-0.198896069
Guardians of the Galaxy,2014,Comedy ,5,-0.230038894
Guardians of the Galaxy,2014,Comedy ,7,0.2614006668751226
Guardians of the Galaxy,2014,Comedy ,10,0.21383375481186692
Guardians of the Galaxy,2014,Comedy ,9,0.2951369379257444
Guardians of the Galaxy,2014,Comedy ,7,-0.365576851
Guardians of the Galaxy,2014,Comedy ,9,0.2872181071634064
Guardians of the Galaxy,2014,Comedy ,10,-0.057171905
Guardians of the Galaxy,2014,Comedy ,9,0.3468837607092858
Guardians of the Galaxy,2014,Comedy ,8,0.6241737267545682
Guardians of the Galaxy,2014,Comedy ,8,0.30620627928819616
Guardians of the Galaxy,2014,Comedy ,8,-0.031390329
Guardians of the Galaxy,2014,Comedy ,8,-0.187023086
Guardians of the Galaxy,2014,Comedy ,9,0.137727356
Guardians of the Galaxy,2014,Comedy ,9,0.087837027
Guardians of the Galaxy,2014,Comedy ,7,0.2319915222330018
Guardians of the Galaxy,2014,Comedy ,7,-0.02780149
Guardians of the Galaxy,2014,Comedy ,8,0.079706926
Guardians of the Galaxy,2014,Comedy ,8,-0.332824471
Guardians of the Galaxy,2014,Comedy ,7,0.00157844
Guardians of the Galaxy,2014,Comedy ,Null,0.265815313
Guardians of the Galaxy,2014,Comedy ,9,-0.029585941
Guardians of the Galaxy,2014,Comedy ,8,0.1421598664652744
Guardians of the Galaxy,2014,Comedy ,7,0.080696597
Guardians of the Galaxy,2014,Comedy ,9,0.40449377182787766
Guardians of the Galaxy,2014,Comedy ,10,0.3639790244623105
Guardians of the Galaxy,2014,Comedy ,9,0.082506485
Guardians of the Galaxy,2014,Comedy ,7,0.0305357
Guardians of the Galaxy,2014,Comedy ,8,-0.320660438
Guardians of the Galaxy,2014,Comedy ,10,-0.00701693
Guardians of the Galaxy,2014,Comedy ,8,0.1712176661219348
Guardians of the Galaxy,2014,Comedy ,10,0.809591899
Guardians of the Galaxy,2014,Comedy ,1,-0.446366344
Guardians of the Galaxy,2014,Comedy ,6,-0.21682956
Guardians of the Galaxy,2014,Comedy ,9,0.031461432
Guardians of the Galaxy,2014,Comedy ,2,-0.160844564
Guardians of the Galaxy,2014,Comedy ,Null,-0.040460893
Guardians of the Galaxy,2014,Comedy ,7,0.028424824
Guardians of the Galaxy,2014,Comedy ,10,-0.027913963
Guardians of the Galaxy,2014,Comedy ,10,0.23376096905354934
Guardians of the Galaxy,2014,Comedy ,7,0.23285332238053963
